post_id,created_at,text_raw,product,final_sentiment
212806321019893,2026-09-12 14:53:44+00:00,"Lengah dikit naek tuu harga bener aja 2s jadi 200k, PC jadi 60k wokwokwokwok",2SHOT,negative
160703650734019,2026-09-12 14:57:34+00:00,melihat harga 2s naik gak jadi senyum deh,2SHOT,negative
212130866719082,2026-09-12 14:56:03+00:00,"asbun tadi pas nonton anniv ""ntar harga 2s naik"" malah kejadian cooook",2SHOT,negative
244266827031164,2026-09-12 14:53:37+00:00,"Astagfirullahhh HARGA NAIK LAGI!!!!

2S: 200K dan M&G= 60k....

SETAAAAANNNN!!!!!!!!",2SHOT,negative
194063734546472,2026-09-12 17:09:44+00:00,"selain harga 2s yg naik, emosi gw jg naik",2SHOT,negative
75901132033717,2026-09-13 08:34:06+00:00,@user Kaget juga 2shot udah 200k 🥲,2SHOT,negative
152989918754444,2026-09-12 15:52:25+00:00,"okelah 200k tapi ak berharap pengalaman 2s ku kemarin ga terjadi lagi, dmna aku samsek belum siap tapi udh disuruh buru' pose dan lgsg di pencet foto",2SHOT,positive
161457753933912,2026-09-12 15:58:24+00:00,Harga 2s udah naik tinggal nunggu Pertamax naik jadi 20 RB 🙂‍↔️,2SHOT,negative
69426036921911,2026-09-12 15:40:02+00:00,"Judul Event : Ayo senyumlah

liat harga 2shot, yang senyum yang mana ? @user 
Dompet gw ga senyum asw [link]",2SHOT,negative
106173346741339,2026-09-12 17:46:44+00:00,lah harga 2s naik? untung namatin tusut 2 sesi pas masih 180k wkwkkwkwkwkwkwkwkkw,2SHOT,negative
43624167211362,2026-09-12 15:31:16+00:00,"Meski harga 2s naik, tapi lumayan lah buat 2s sama Yukinee atau Masaru 🥹",2SHOT,positive
72369898504482,2026-09-12 15:02:18+00:00,Harga 2s ama teater jd sama ya 😂😂😂,2SHOT,neutral
94874581300880,2026-09-12 15:05:25+00:00,2s 200k itu ga rispek bgt wok indisekonomy🥀🥀,2SHOT,negative
51440883889964,2026-09-13 02:07:50+00:00,oke 200k tp 2s ga ada jarak ya @user ? deal,2SHOT,positive
143969558848095,2026-09-13 01:58:01+00:00,"harga 2Shot naik, tapi kualitas nya YTTA",2SHOT,negative
72318659210362,2026-09-12 15:18:48+00:00,"stress 2shot skrng 200k, bahan baku yg naik apaan si",2SHOT,negative
258375479510698,2026-09-12 23:11:16+00:00,Gara” mng naik gak jadi dah gw mng ke member member lain 😭 gak cukup duitnya  🤦‍♂️ mau 2s ribka aja harus topup lagi anying jot,BOTH,negative
14949973088128,2026-09-12 15:03:47+00:00,HARGA NAIK ANJINGGGGGGGGGGGG 2S MNG,BOTH,negative
186552598126400,2026-09-13 00:17:05+00:00,Wota yg dah stress perkara tiket MnG n 2shot naik be like: [link],BOTH,negative
33886287018001,2026-09-12 16:28:06+00:00,"bahkan harga 2s sama mng naik, gue masi gapernah keduanya,,,,💔💔",BOTH,negative
67898090666953,2026-09-12 15:06:35+00:00,sengaja banget tadi dikasih banyak pengumuman menyenangkan soalnya mau naikin harga 2s sama mng 🫵🏼😭😭,BOTH,negative
210739210296582,2026-09-12 14:58:13+00:00,"gara"" dollar naek, harga MnG dan 2Shot ikutan naek gini

lu sih wok @user",BOTH,negative
185721010618552,2026-09-12 14:56:31+00:00,"Gila anjirr mng jadi 60k , 2shot 200k , in this ekonomi woyyy 😭 ngarenghap aingmah😔🏃‍♀️",BOTH,negative
41252334954086,2026-09-12 14:59:44+00:00,damn harga 2shot & mng naik😌,BOTH,negative
260198851807799,2026-09-12 14:55:04+00:00,"BARU JUGA DI PUJI LANGSUNG BERULAH
HARGA 2S SAMA MNG JADI NAIK SIALANNNNN [link]",BOTH,negative
269441980729470,2026-09-12 15:33:11+00:00,Gara gara lu @user harga 2s sama mng naik anj 🖕🏻,BOTH,negative
87257790130767,2026-09-12 16:18:48+00:00,"Dipaksa senyum njir, gaji gak naik harga 2s dan MnG naik 😂 [link]",BOTH,negative
74842998054981,2026-09-12 15:08:09+00:00,"eh kontol @user 2s 200k masih okelah, ini mng 60k pertiket ttp 10 detik? gokilll, firaun ge kalah ama lu jot",BOTH,negative
48217144938764,2026-09-13 02:36:35+00:00,"@user tadinya mau, tapi liat 2s mng naik mending gweh naik bananaboat di danau toba",BOTH,negative
172150510226223,2026-09-13 01:19:01+00:00,Bangun tidur dengan keadaan harga 2s dan mng naik wkwk beneran disuruh pensi ini mah 😂,BOTH,negative
197668710514199,2026-09-12 15:18:38+00:00,"dibuka dengan dibikin kesal dengan streaming yg buruk, ditutup dengan harga 2s mng naik",BOTH,negative
277809495361827,2026-09-12 16:20:57+00:00,"2s 200K, MnG 60K duit darimana anj. BOIKOT JEKETI!!",BOTH,negative
232972399685830,2026-09-12 15:19:08+00:00,"2s naik alesannya buat genepin point.

mng naek biar apaaa????",BOTH,negative
30189702509238,2026-09-13 04:22:16+00:00,"2s naik jadi 200 ya udah deh walaupun kesel ga dpt soft file, foto diburu2 in, TAPI MNG JANGAN GILAKKKK 60 REBU 10 DETIK WTF, minimal 15 detik sial",BOTH,negative
22620678748289,2026-09-12 15:07:21+00:00,Tiketnya MnG sama 2S makin naik 😄 jadi Tuhan tolong rejekiku juga di naikan berkali kali lipat dari skrng 🤲,BOTH,negative
54637297662645,2026-09-12 15:03:57+00:00,"2SHOT NAIK 200 
MNG 60
MERCH BDTS JUGA NAIK, KALO VC,TEATER,RULET,2BDAY JUGA NAIK ANJ SIHHH 😡😡",BOTH,negative
165273863451511,2026-09-12 14:58:25+00:00,"@user Baru dipuji dikit udh ngeluarin pengumuman yang bagus eh nyungsep lagi gara2 harga Mng & 2s ternyata naik, Pantes tajuk Mng nya ""Ayo Senyumlah"" liat harganya bikin senyum2 buat jot pdhl in this economy loh wkwk",BOTH,negative
262917374671081,2026-09-12 22:56:02+00:00,@user Tapi harga 2s MNG naik,BOTH,neutral
231399740625137,2026-09-12 15:05:54+00:00,iya-iya disuruh SENYUM waktu liat harga 2s & MnG ☺️,BOTH,negative
190690967249832,2026-09-12 15:14:26+00:00,Wkwkwwk harga mng 2shot naik lagi,BOTH,negative
150957060062137,2026-09-13 09:55:13+00:00,Harga 2s sama mng Naik.. harga tiket pesawat pun ikut naikk..,BOTH,negative
40968435707138,2026-09-12 15:35:35+00:00,"udah tadi dipuji pas pengumuman, eh malah ngelawak lagi karena harga mng sama 2s naek,
jot jot @user @user",BOTH,negative
37674606521391,2026-09-12 14:56:46+00:00,"2s 200k
mng 60k 
inflasi, gaji aja gak naik naik",BOTH,negative
6137894831083,2026-09-12 15:19:52+00:00,"Kondisiku melihat harga 2s dan mng naik, tapi judul eventnya 'ayo senyumlah' [link]",BOTH,negative
203015073292617,2026-09-12 22:47:59+00:00,"TRAINEE GA NAIK NAIK
HARGA 2shot Mng yg naik wkwkwkw sialan 🫵🫵🫵",BOTH,negative
102656851373064,2026-09-12 15:10:29+00:00,ini mah yg senyum jotttt. Harga 2s mng naikk,BOTH,negative
234621326553622,2026-09-12 15:15:54+00:00,"Semangat adik"" yg udh ngumpulin uang jajan sekolah nya demi ikut event 2s & mng dan tiba"" harganya naik😄😃",BOTH,negative
180293410656689,2026-09-13 06:13:52+00:00,"2s naik, mng naik. vc juga kemungkinan bakal naik kah? 🥀",BOTH,negative
5564913865742,2026-09-12 14:52:16+00:00,"Naik lagi  aja wkwkwk ga jadi senyum ini mah 2s 200 ribu , mng 60 rb 🙂‍↕️",BOTH,negative
103105259218341,2026-09-12 17:34:21+00:00,"(Berpikir positif) JOT naikin harga 2s dan mng tujuannya supaya fans lebih semangat naikin income dan mengatur keuangan lebih bijak in this economy. 

Tapi tetep sih IDN i nya I5R43L.",BOTH,negative
272150372546299,2026-09-12 15:00:50+00:00,"Baru dipuji dikit udh ngeluarin pengumuman yang bagus eh nyungsep lagi gara2 harga Mng & 2s ternyata naik, Pantes tajuk Mng nya ""Ayo Senyumlah"" liat harganya bikin jot senyum ini mh wkwkwk. Pdhl in this economy loh woy",BOTH,negative
180716220206082,2026-09-12 15:39:13+00:00,"Halah sok-sok an pada ngeluh harga 2s/MnG naik tapi kalian tetep pada  top up point + beli kan???
.
.
.
.
.
.
.

SAMA!!!",BOTH,negative
85957537944016,2026-09-12 18:01:59+00:00,"Harga 2s mng naik anjjjjj, dompet ku menangis",BOTH,negative
276215195925570,2026-09-12 16:14:31+00:00,gass kritik atau bocotin jot sampe harga mng/2s turun lagi,BOTH,negative
114144588820838,2026-09-12 15:01:51+00:00,"woi manajemen jelek kalo livestreaming lu dah jelek, aturan clip udah jelek, jangan ikut ikutan jelekin lagi pake naik naikin harga mng 2s anjingg, gw udh ngukur harga jadi kacau balau gara gara lu kan, ah elu.",BOTH,negative
41516725324101,2026-09-12 14:58:51+00:00,"2s naik 20k
mng naik 10k
digabung jadi 30k mending beli marlong ama teh pucuk [link]",BOTH,negative
95601992607089,2026-09-12 15:03:49+00:00,Ini harga naik kalo sampe hasil 2S nya gelap gulita dan/atau staff OS nya gabener ngitung stopwatch pas MnG halal dipukul yagesya,BOTH,negative
185542115145715,2026-09-12 14:53:03+00:00,gue belum mng/2s harganya udah naik aja,BOTH,negative
274531650081907,2026-09-12 17:18:52+00:00,"wkwkwk
naikin harga 2s ama mng
tapi return ke fans apa??

lagu masih jarang
MV masih jarang
issho masih jelek",BOTH,negative
87717525971293,2026-09-12 15:01:19+00:00,"Harga 2shot dan MnG naik. ""Ayo senyumlah"" 😊",BOTH,negative
217992136212876,2026-09-12 15:17:57+00:00,"”Politik tidak berpengaruh apa-apa sama hidup gue.”

Itu 2s sama Mng naik harganya anjeng, gak lama harga theater naik pasti ini cuqwi [link]",BOTH,negative
158545144091720,2026-09-12 15:07:54+00:00,"Harga 2s naik, harga mng naik, yang ga naik gaji gua bgst",BOTH,negative
205431866709815,2026-09-12 15:15:47+00:00,"Abis ngomong keadaan ekonomi, keluar lah pengumuman mng 2shot harga naik",BOTH,negative
112551600422587,2026-09-12 14:58:11+00:00,"harga 2s naik jadi 200k, mng jadi 60k. gilaa sih gilaa bener bener gila [link]",BOTH,negative
246215991453493,2026-09-13 04:47:06+00:00,"MnG 60k
MENDING GW BELI PAKET KELUARGA SERU(3 Ayam, 3 nasi, 3 minum, 2 McFlurry) HARGA 52K [link]",MNG,negative
202767399473772,2026-09-12 18:25:08+00:00,"Coba kalo hrga mng 60k per 10detik itu ditambahin benefit handsake, misal kalo gak bisa lama durasinya  dibikin akhir percakapan, atau kalo mau higienis pake handsanitazer dulu sekalian sebelum salaman mungkin bakal lebih worth it",MNG,negative
252400733838988,2026-09-12 17:35:30+00:00,"@user @user Naspad 25k mahal
MnG 60k murah

Ayo pilih mana 🤣",MNG,positive
208718906706102,2026-09-13 05:57:01+00:00,@user Apa apaan harga mng 60.000 trus waktunya kaga nambah,MNG,negative
33774285890855,2026-09-12 16:01:22+00:00,@user Kalau mng naik 60k harusnya durasinya di tambahkan om jot.,MNG,negative
135664919951089,2026-09-13 02:09:56+00:00,"harga MnG naik jadi 60k

bonus point: I’m sorry if i’m not fungsi [link]",MNG,negative
120894989777274,2026-09-12 15:04:08+00:00,"JOT SUMPAH SEDIH BGT MASA NAIK JADI 200K & MnG JADI 60k.....

???  :(",MNG,negative
169134815910719,2026-09-13 04:46:32+00:00,"MnG 60k / 10 detik 
Vc 120k / 50 detik 
Jujur masi worth it video call, minimal harga naik tuu waktunya juga ditambahin laa, semua dinaikin tapi masi gitu aja yaa siapa yang ga ngamuk anjrot",MNG,negative
2366002186779,2026-09-12 16:18:17+00:00,"Tiket mng 60k itu 10 dtk
2 tiket mng = 1 tiket vc.
Mending vc bisa lebih dari 30 dtk.
Tapi pada dasarnya orang orang mng buat ngincer pc sih. Kalau ngobrol pada ngejar nya vc",MNG,negative
91286357986368,2026-09-13 01:54:53+00:00,bgst balik dari gunung harga mng sama tusut malah naek,MNG,negative
235419335998785,2026-09-12 22:04:37+00:00,pengeluran tidak terduga. renewal ofc barengan sama harga mng yang naik 🥲 [link],MNG,negative
207129166455478,2026-09-13 02:56:59+00:00,Baru tahu kalau MnG harganya udah 60k. Setara harga nasi padang Plaza Senayan.,MNG,negative
270238123528119,2026-09-12 15:20:52+00:00,"@user gaa bisa, harga 2s naik",2SHOT,neutral
80976136061077,2026-09-13 03:02:38+00:00,"Intinya ak emang makes wkwk 200k pula, mizumin pagi bgt pula😭 tp kurang ajar ga sih klo dpt 2shot doi trus pose nya bakuretsu",2SHOT,negative
259781413228277,2026-09-12 15:02:28+00:00,rupiah menurun harga 2s & MnG naik,BOTH,neutral
81944211636145,2026-09-13 03:14:48+00:00,"Bagaimana mereka tidak pede naikin harga, di event terakhir aja sekitar 50.000++ tiket MnG & 7.150 tiket 2s sold.",BOTH,neutral
152503470980903,2026-09-12 17:00:34+00:00,"@user MnG tu udah dari era tour pascacovid, tapi waktu itu dibundle 3 PC 30 detik langsung dengan harga 150ribu dari harga semula 35ribu (waktu tour 2019) 
Kalo 2s naik dari 100 - 150 - 180 - 200
Tapi lupa per kapan
VC dari 100 ke 120 di awal tahun 2025
Theater 100 - 120 - 150 - 200",BOTH,neutral
50387738472881,2026-09-12 14:53:54+00:00,naik harga jir mng sama 2s WKWKWK,BOTH,neutral
39017040033501,2026-09-12 14:52:15+00:00,Harga tiket 2S dan MnG naik 🤣🤣🤣,BOTH,neutral
258923036840485,2026-09-13 01:17:28+00:00,@user 2s mng dh naik tinggal vc nih kabarnya belum,BOTH,neutral
97651138595097,2026-09-12 15:00:17+00:00,harga mng sama 2s naik awowkwokwk,BOTH,neutral
18668033603229,2026-09-12 14:59:14+00:00,"2shot 200k/tiket
MnG 60k/tiket

🙂",BOTH,neutral
56385901686272,2026-09-12 18:06:53+00:00,@user Jot: tapi tiket mng ama 2s nya naik ya,BOTH,neutral
185924613940579,2026-09-13 01:24:54+00:00,"Emang sih dengan perhitungan harga baru mng, kyk gini

Contoh target sama

> Old:
Mng : 50rb x 680tiket = 34jt
2s : 180rb x 370tiket = 66.6jt
Sum= 100,6jt
Total terjual = 1050

> New:
Mng : 60rb x 610tiket = 36,6jt
2s : 200rb x 320tiket = 64jt
Sum= 100,6jt
Total terjual = 930",BOTH,neutral
264535695250558,2026-09-12 14:55:25+00:00,wow harga 2s mng naik semua,BOTH,neutral
104484167132368,2026-09-12 14:56:48+00:00,@user Oke MnG naik 10k trs 2s naik 20k 😌,BOTH,neutral
98934907808998,2026-09-13 01:38:15+00:00,"JOT : nih gw bonusin harga MNG : 60k, 2s : 200k [link]",BOTH,negative
1490968236517,2026-09-13 06:26:12+00:00,"@user @user MNG 60k 10 detik, dengan 200k sudah berfoto dan ngobrol sama oshi 😇

Berfikirlah dengan bijak kawan kawan",MNG,neutral
65062522049395,2026-09-12 15:47:50+00:00,Kenaikan harga MnG JKT48 jadi 60 ribu per 10 detik udah sama dengan MnG KLP48 nih (40 MYR/30 detik = IDR 180 ribu/30 detik = IDR 60 ribu/10 detik) 🤣🤣,MNG,neutral
247493855530177,2026-09-13 06:11:59+00:00,"Saran gw buat yang mau ke MNG JKT48 bareng AKB48. Mending beli 2S ketimbang Personal MNG karena apa, lw beli tiket MNG 60k for 10 second and you've got nothing, sementara lw beli 2S 200k bisa interact more than 10 second which is at least you've got what you want.
@user",BOTH,negative
244112459342401,2026-09-13 05:31:58+00:00,"2s 200k
mng 60k
masalah krismon sedang melanda...",BOTH,negative
87425776913895,2026-09-13 00:14:20+00:00,"2s 200k baru masuk bilik, staf nya ngeburu2in, geser ka jgn deket2, sampe ga center ke kamera, pdhll yg ngedeket tuh membernya yg ditegur fansnya, mana hasilnya jelek.
Mng 60k udh gabisa handshake, staf masuk ke dlm di halangin 2 meja, bahan pc nya jelek  @user  😝",BOTH,negative
186879328033307,2026-09-12 23:33:59+00:00,"Cukup 
2s = 200k
MnG = 60k 

-VC
-Theater
-Rulet
-Cheki 
Cukup , gak usah mbok undakne @user
@user",BOTH,negative
51846153251824,2026-09-12 17:09:55+00:00,"yu bisa yu

tiket 2s 200k
mng 60k
vc 150k
potopek 100k
masuk fx 25k
admin top up point 15k
bd2s 300k
teater 225k
 
yuuu bisa yuuu
bisa bubar semua fans njengg",BOTH,negative
31411583700074,2026-09-12 15:30:09+00:00,um.... 2s 200k...? mng 60k...?,BOTH,neutral
42701062051630,2026-09-12 15:14:54+00:00,"Wowwww harganya naikk
2s  : 200k
Mng  : 60k
Kalo kualitasnya masih sama, udah sihh🏳️",BOTH,negative
195072968245734,2026-09-12 14:55:38+00:00,"Oke 

MnG 60k
2S 200k

Mantap djiwa",BOTH,neutral
71863540949596,2026-09-12 14:54:10+00:00,"2s: 200K
MnG: 60K

anj lu prabowo...",BOTH,negative
119325337522954,2026-09-12 14:53:14+00:00,MnG 60k 2S 200k anjjjj kapitalis cok,BOTH,negative
189868642997505,2026-09-12 14:51:07+00:00,"MnG 60k
2s 200k 
😂 [link]",BOTH,neutral
27028974250448,2026-09-13 06:16:40+00:00,"Huft, dengan harga 2s & mng naik jadi mikir-mikir. Apakah ngidol masih se worth it itu untuk fans far?
Menimbang harga tiket pesawat juga naik, blm akomodasi disana. Poor me😞",BOTH,negative
10589791083999,2026-09-13 03:02:32+00:00,"Sekiranya cukup beli 2s dan MnG oshi ya sudah, tidak perlu marah - marah harga naik. Harga naik aja tetep kamu beli kan.",BOTH,positive
96738617580040,2026-09-13 02:58:58+00:00,"2s = 180k > 200k
MnG = 50 > 60k

Gue ngeluh in this economy tapi malah naik nih jeketi. Trus di balas ""berarti target pasar nya bukan lo."" Damn. Sebenarnya semua hal tuh ada efek domino kan, mungkin ga kerasa sekarang tapi nanti. Tp yaudah kalo emang bukan gue target marketnya:)",BOTH,negative
263415602382197,2026-09-13 01:53:00+00:00,"lega pas denger anniv disurabaya krn klo di luar jakarta nonton ny streaming, pas liat harga mng sm 2s naik menjerit tabungan gwehhh😭😭🙏",BOTH,negative
